Yes,Male,between 25 and 34 years old,Mezzolombardo,I am employed,iOS (iPhone),I use it without a defined frequency,1 to 3 times per month,I use it without a defined frequency,I do not use it,I do not use it,I do not use it,I use it without a defined frequency,4 to 7 times per week,I do not combine public transport modes,I check the Internet.,"Work/Internship, Educational or training courses","Poor route planning, usability, and/or unclear directions, No details about comfort or service quality (accessibility, crowds, comfort, etc.)",Yes,,I use it occasionally,Good,Average,Good,Average,Average,2,3,3,4,3,4,2,3,4,"More customizable routing options (e.g. avoid stairs, reduce walking)",Yes,,1 to 3 times per week,Average,Good,Average,Excellent,Good,4,4,4,4,4,3,5,5,5,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions"
Yes,Female,between 25 and 34 years old,"Palo Alto, California",I am employed,iOS (iPhone),I do not use it,1 to 3 times per week,1 to 3 times per month,1 to 3 times per month,I do not use it,I do not use it,1 to 3 times per month,Only on weekends,I do not combine public transport modes,I check the Internet.,Work/Internship,Inaccurate or unreliable route and time data,Yes,,4 to 6 times per week,Average,Bad,Average,Good,Good,4,4,3,4,4,4,2,3,3,"More accurate or consistent real-time public transport updates, Ability to download public transport routes for offline use, More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route)",Yes,,I use it occasionally,Average,Average,Good,Average,Average,3,4,3,3,4,3,3,4,,"More accurate or consistent real-time public transport updates, Ability to download public transport routes for offline use, More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route)"
Yes,Male,between 25 and 34 years old,"Krakow, Poland","I am a student and I work (internship, etc.)",iOS (iPhone),4 to 7 times per week,1 to 3 times per month,I do not use it,I use it without a defined frequency,I do not use it,I do not use it,I do not use it,4 to 7 times per week,Bus + Train,"I check posted signage., I check the Internet.","Work/Internship, Home (own or relatives'), University/School",Inaccurate or unreliable route and time data,Yes,,4 to 6 times per week,Good,Average,Excellent,Excellent,Good,4,4,4,5,4,3,3,4,4,Ability to download public transport routes for offline use,Yes,,1 to 3 times per week,Good,Bad,Good,Excellent,Excellent,5,4,3,2,3,4,5,4,1,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions, More customizable routing options (e.g. avoid stairs, reduce walking)"
Yes,Female,between 25 and 34 years old,Oslo,I am employed,iOS (iPhone),I use it without a defined frequency,I use it without a defined frequency,Only on weekends,Only on weekends,I do not use it,4 to 7 times per week,Only on weekends,I use it without a defined frequency,Taxi + Bicycle/Elec. Scooter,"I check posted signage., I check the Internet.","Work/Internship, Home (own or relatives'), Shopping center","Incomplete or missing transport information, Inaccurate or unreliable route and time data, Lack of real-time updates, Poor route planning, usability, and/or unclear directions",Yes,,1 to 3 times per week,Good,Good,Average,Good,Good,4,4,3,3,4,2,3,2,4,"More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route)",No,Not familiar with the interface,,,,,,,,,,,,,,,,
Yes,Male,between 25 and 34 years old,"Lawrence, KS",I am employed,Android,I use it without a defined frequency,I use it without a defined frequency,I use it without a defined frequency,Only on weekends,I do not use it,I do not use it,I do not use it,4 to 7 times per week,Bus + Train,"I check posted signage., I check the Internet.","Leisure/Outing, Shopping center","Incomplete or missing transport information, Inaccurate or unreliable route and time data, Lack of real-time updates",Yes,,1 to 3 times per week,Average,Bad,Bad,Excellent,Good,4,4,2,3,4,2,4,4,2,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions, More customizable routing options (e.g. avoid stairs, reduce walking)",No,"Less accurate or delayed real-time info, Limited to Apple devices, Fewer transit details compared to Google Maps, Prefer Google ecosystem or apps",,,,,,,,,,,,,,,,
Yes,Male,between 35 and 44 years old,Zurich,I am employed,iOS (iPhone),1 to 3 times per month,4 to 7 times per week,I use it without a defined frequency,1 to 3 times per month,4 to 7 times per week,I do not use it,I do not use it,I use it without a defined frequency,Train + Bicycle/Elec. Scooter,"I check posted signage., I check the Internet.","Work/Internship, Home (own or relatives'), Leisure/Outing",All there,Yes,,A few times per month,Good,Good,Good,Average,Average,2,3,4,3,3,3,4,4,4,"Ability to download public transport routes for offline use, More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route), More customizable routing options (e.g. avoid stairs, reduce walking)",Yes,,Every day,Excellent,Good,Good,Excellent,Average,5,4,4,4,3,3,5,4,5,"Ability to download public transport routes for offline use, More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route), More customizable routing options (e.g. avoid stairs, reduce walking)"
Yes,Female,between 18 and 24 years old,Trento,I am a student,iOS (iPhone),I use it without a defined frequency,1 to 3 times per month,1 to 3 times per week,I do not use it,I do not use it,I do not use it,I do not use it,I do not use it,Bus + Train,"I check posted signage., I check the Internet.","Leisure/Outing, University/School, Shopping center","Incomplete or missing transport information, Inaccurate or unreliable route and time data, Lack of real-time updates",Yes,,Every day,Excellent,Average,Excellent,Excellent,Terrible,5,4,3,4,5,5,3,4,3,More accurate or consistent real-time public transport updates,No,Prefer Google ecosystem or apps,,,,,,,,,,,,,,,,
Yes,Male,between 25 and 34 years old,Rovereto ,I am a student,iOS (iPhone),1 to 3 times per month,1 to 3 times per month,1 to 3 times per month,1 to 3 times per month,I do not use it,I do not use it,I use it without a defined frequency,4 to 7 times per week,Bus + Train,"I check the Internet., I ask a friend.","University/School, Educational or training courses",Lack of real-time updates,Yes,,4 to 6 times per week,Average,Bad,Average,Good,Average,5,4,3,4,3,3,4,2,4,"More accurate or consistent real-time public transport updates, Ability to download public transport routes for offline use, More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route)",No,Less accurate or delayed real-time info,,,,,,,,,,,,,,,,
Yes,Female,between 25 and 34 years old,Oslo,"I am a student and I work (internship, etc.)",iOS (iPhone),4 to 7 times per week,I use it without a defined frequency,4 to 7 times per week,I use it without a defined frequency,I use it without a defined frequency,I do not use it,I do not use it,I do not use it,Tram + bus + walk,Google maps or Ruter,"Work/Internship, Home (own or relatives'), University/School","Incomplete or missing transport information, Inaccurate or unreliable route and time data, Lack of real-time updates",Yes,,Every day,Excellent,Good,Excellent,Excellent,Average,5,4,2,4,5,3,4,4,5,More accurate or consistent real-time public transport updates,No,Not familiar with the interface,,,,,,,,,,,,,,,,
Yes,Male,between 25 and 34 years old,"Berlin, Germany",I am employed,iOS (iPhone),I use it without a defined frequency,I use it without a defined frequency,4 to 7 times per week,1 to 3 times per week,I do not use it,1 to 3 times per month,Only on weekends,I use it without a defined frequency,Train + Bicycle/Elec. Scooter,"I check posted signage., I check the Internet.","Work/Internship, Home (own or relatives'), Leisure/Outing","I use both because they each have their own (dis)advantages. Mostly Apple Maps for time schedules and route optimization (especially walking part), Google maps for traveling to new places (still find it more reliable, or just force of habit)",Yes,,4 to 6 times per week,Average,Good,Good,Bad,Average,2,4,4,4,5,5,3,3,3,"More accurate or consistent real-time public transport updates, Ability to download public transport routes for offline use, More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route)",Yes,,4 to 6 times per week,Excellent,Good,Good,Average,Average,3,4,4,3,2,3,3,2,5,"Broader public transport coverage in more cities or regions, Ability to download public transport routes for offline use, Better multi-modal trip planning (e.g. walk + bus + train in one route)"
Yes,Female,between 25 and 34 years old,Seattle,I am employed,iOS (iPhone),I use it without a defined frequency,I do not use it,1 to 3 times per week,I do not use it,Only on weekends,I do not use it,Only on weekends,4 to 7 times per week,I do not combine public transport modes,I check the Internet.,"Work/Internship, Leisure/Outing, Educational or training courses",Inaccurate or unreliable route and time data,Yes,,Every day,Average,Bad,Good,Good,Average,4,4,2,4,4,4,3,4,2,"More accurate or consistent real-time public transport updates, More customizable routing options (e.g. avoid stairs, reduce walking)",No,Prefer Google ecosystem or apps,,,,,,,,,,,,,,,,
Yes,Male,between 35 and 44 years old,London,I am self-employed,iOS (iPhone),1 to 3 times per month,1 to 3 times per month,1 to 3 times per week,I do not use it,I do not use it,I do not use it,1 to 3 times per month,I do not use it,Bus + Train,I check the Internet.,"Home (own or relatives'), Leisure/Outing",Don’t have any issues ,Yes,,I use it occasionally,Good,Good,Good,Bad,Good,1,1,4,4,3,2,2,3,4,,Yes,,Every day,Excellent,Excellent,Excellent,Excellent,Good,5,5,5,4,5,5,4,3,1,"More customizable routing options (e.g. avoid stairs, reduce walking)"
Yes,Male,between 35 and 44 years old,Oaxaca,I am unemployed,iOS (iPhone),4 to 7 times per week,I do not use it,I do not use it,I do not use it,I do not use it,I do not use it,1 to 3 times per week,I do not use it,I do not combine public transport modes,I check posted signage.,Leisure/Outing,"Incomplete or missing transport information, Lack of real-time updates",Yes,,I use it occasionally,Good,Good,Good,Bad,Terrible,2,3,2,3,3,3,2,3,4,"More accurate or consistent real-time public transport updates, Ability to download public transport routes for offline use",Yes,,Every day,Excellent,Excellent,Excellent,Excellent,Good,5,4,5,5,4,4,5,3,5,"Broader public transport coverage in more cities or regions, Ability to download public transport routes for offline use, Better multi-modal trip planning (e.g. walk + bus + train in one route)"
Yes,Male,between 25 and 34 years old,"Victoria, BC, Canada",I am employed,Android,I use it without a defined frequency,I do not use it,I do not use it,I do not use it,I do not use it,I do not use it,I do not use it,1 to 3 times per week,I do not combine public transport modes,I check the Internet.,Leisure/Outing,None of the above. Except that I wish there were trains in my city,Yes,,1 to 3 times per week,Excellent,Excellent,Excellent,Excellent,Good,5,5,4,5,4,4,4,4,5,Better fare information for different transit systems. Eg how do I pay when I'm in a new city,No,"Limited to Apple devices, Prefer Google ecosystem or apps",,,,,,,,,,,,,,,,
Yes,Male,between 25 and 34 years old,Warszawa,I am employed,iOS (iPhone),4 to 7 times per week,1 to 3 times per week,4 to 7 times per week,4 to 7 times per week,I do not use it,I do not use it,1 to 3 times per month,I use it without a defined frequency,Bus + Train,I check the Internet.,"Home (own or relatives'), Leisure/Outing, Shopping center","Incomplete or missing transport information, Inaccurate or unreliable route and time data, Lack of real-time updates",Yes,,1 to 3 times per week,Good,Excellent,Excellent,Bad,Average,1,3,3,4,4,3,,,3,"Better multi-modal trip planning (e.g. walk + bus + train in one route), More clear information about whether arrival/departure times are real-time or scheduled",Yes,,4 to 6 times per week,Good,Excellent,Excellent,Excellent,Good,5,4,4,1,3,5,5,3,5,"Broader public transport coverage in more cities or regions, Better multi-modal trip planning (e.g. walk + bus + train in one route)"
Yes,Male,between 18 and 24 years old,"Bern, Switzerland ",I am a student,iOS (iPhone),1 to 3 times per month,I use it without a defined frequency,I do not use it,Only on weekends,I do not use it,I do not use it,I do not use it,I do not use it,Bus + Bicycle/Elec. Scooter,"I check posted signage., Apple Maps","University/School, Free Time","No details about comfort or service quality (accessibility, crowds, comfort, etc.)",Yes,,I use it occasionally,Average,Bad,Good,Average,Good,3,2,2,4,4,3,2,4,3,,Yes,,1 to 3 times per week,Good,Good,Good,Good,Good,4,4,5,4,5,4,4,1,5,Better multi-modal trip planning (e.g. walk + bus + train in one route)
Yes,Male,between 18 and 24 years old,Hong Kong,I am self-employed,iOS (iPhone),4 to 7 times per week,4 to 7 times per week,4 to 7 times per week,4 to 7 times per week,I do not use it,I do not use it,1 to 3 times per month,I do not use it,I do not combine public transport modes,"I check posted signage., I check the Internet.","Work/Internship, Home (own or relatives'), Leisure/Outing","UI: sometimes I need to see the routes of the available buses, not a start to finish instruction on how to get somewhere. The UI design makes it convoluted to access info like this. ",Yes,,Every day,Excellent,Excellent,Good,Average,Good,2,4,4,4,5,4,3,5,4,"More customizable routing options (e.g. avoid stairs, reduce walking)",Yes,,Every day,Excellent,Excellent,Excellent,Excellent,Excellent,5,4,5,3,5,3,5,5,5,"More customizable routing options (e.g. avoid stairs, reduce walking)"
Yes,Male,between 18 and 24 years old,"Salisbury, MD",I am a student,iOS (iPhone),I do not use it,I use it without a defined frequency,I do not use it,I do not use it,I do not use it,I do not use it,I do not use it,4 to 7 times per week,I do not combine public transport modes,I check the Internet.,Work/Internship,"Poor route planning, usability, and/or unclear directions",Yes,,4 to 6 times per week,Good,Good,Good,Average,Good,3,4,4,4,4,3,3,4,4,Better multi-modal trip planning (e.g. walk + bus + train in one route),Yes,,4 to 6 times per week,Good,Average,Average,Excellent,Good,4,4,3,3,4,4,5,4,5,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions, Better multi-modal trip planning (e.g. walk + bus + train in one route)"
Yes,Female,between 25 and 34 years old,Riverside,I am a student,iOS (iPhone),I do not use it,I do not use it,I do not use it,I do not use it,I do not use it,I do not use it,1 to 3 times per month,4 to 7 times per week,Car,Apple Maps,"Leisure/Outing, University/School, Shopping center","Incomplete or missing transport information, Inaccurate or unreliable route and time data, No details about comfort or service quality (accessibility, crowds, comfort, etc.)",Yes,,I use it occasionally,Good,Good,Good,Good,Average,3,4,4,4,4,4,5,4,4,"Ability to download public transport routes for offline use, More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route), More customizable routing options (e.g. avoid stairs, reduce walking)",Yes,,4 to 6 times per week,Good,Good,Good,Good,Good,3,4,3,4,3,4,5,4,5,"More accurate or consistent real-time public transport updates, Ability to download public transport routes for offline use, More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route), More customizable routing options (e.g. avoid stairs, reduce walking)"
Yes,Male,between 45 and 54 years old,zurich,I am self-employed,iOS (iPhone),I use it without a defined frequency,I use it without a defined frequency,I use it without a defined frequency,4 to 7 times per week,I use it without a defined frequency,I use it without a defined frequency,I do not use it,1 to 3 times per month,Train + Bicycle/Elec. Scooter,"I check posted signage., I check the Internet.","Home (own or relatives'), Leisure/Outing",none,Yes,,Every day,Excellent,Good,Good,Good,Good,4,4,4,4,3,4,3,4,3,Ability to download public transport routes for offline use,Yes,,Every day,Good,Good,Average,Excellent,Good,5,3,4,4,3,4,4,4,5,"Broader public transport coverage in more cities or regions, Ability to download public transport routes for offline use"
Yes,Female,between 25 and 34 years old,Trento,"I am a student and I work (internship, etc.)",iOS (iPhone),4 to 7 times per week,I use it without a defined frequency,I do not use it,I do not use it,I do not use it,I do not use it,I do not use it,I use it without a defined frequency,Bus + Train + Bicycle/Elec. Scooter,"I check posted signage., I check the Internet.","Work/Internship, Home (own or relatives'), University/School",Lack of real-time updates,Yes,,Every day,Good,Terrible,Good,Good,Good,4,3,2,4,2,4,5,4,4,"More accurate or consistent real-time public transport updates, Ability to download public transport routes for offline use, More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route)",No,"Not familiar with the interface, Prefer Google ecosystem or apps",,,,,,,,,,,,,,,,
Yes,Male,between 25 and 34 years old,Berlin,I am self-employed,iOS (iPhone),1 to 3 times per week,4 to 7 times per week,4 to 7 times per week,1 to 3 times per week,1 to 3 times per month,1 to 3 times per month,1 to 3 times per month,1 to 3 times per month,Bus + Train,"I check posted signage., I check the Internet., Real time information on the display at the stop","Work/Internship, Home (own or relatives'), Leisure/Outing","Incomplete or missing transport information, Lack of real-time updates, Poor route planning, usability, and/or unclear directions",Yes,,A few times per month,Terrible,Average,Terrible,Bad,Good,2,2,3,2,4,4,4,5,2,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions, More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route), More customizable routing options (e.g. avoid stairs, reduce walking)",Yes,,Every day,Good,Bad,Average,Excellent,Excellent,5,3,3,4,3,4,5,4,5,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions, Better multi-modal trip planning (e.g. walk + bus + train in one route)"
Yes,Male,between 18 and 24 years old,Guangzhou,I am unemployed,"Both, I have more than one phone",4 to 7 times per week,I use it without a defined frequency,1 to 3 times per week,I use it without a defined frequency,I do not use it,I do not use it,I do not use it,4 to 7 times per week,Bus + Train,"I check posted signage., I check the Internet.","Home (own or relatives'), Leisure/Outing, Shopping center","Incomplete or missing transport information, Lack of real-time updates, No details about comfort or service quality (accessibility, crowds, comfort, etc.), ",Yes,,"I often use Google Maps, but only rely on it for route planning in places where Apple Maps is difficult to use, like Vietnam.",Average,Average,Good,Bad,Average,3,3,2,3,5,2,5,4,3,"More accurate or consistent real-time public transport updates, More detailed transit info (e.g. stop names, platform numbers)",Yes,,Every day,Average,Average,Good,Excellent,Good,5,4,3,4,3,5,2,4,1,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions"
Yes,Male,between 18 and 24 years old,"Toronto, Ontario, Canada",I am employed,iOS (iPhone),1 to 3 times per week,I use it without a defined frequency,1 to 3 times per week,I use it without a defined frequency,I do not use it,I do not use it,I do not use it,I do not use it,Bus + Metro,I check the Internet.,"Work/Internship, Home (own or relatives')",Inaccurate or unreliable route and time data,Yes,,1 to 3 times per week,Good,Average,Average,Bad,Average,2,3,4,4,5,2,2,5,4,"More accurate or consistent real-time public transport updates, More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route)",Yes,,4 to 6 times per week,Good,Excellent,Excellent,Excellent,Good,5,4,4,4,5,2,5,5,5,"More accurate or consistent real-time public transport updates, More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route)"
Yes,Male,between 25 and 34 years old,New York City,I am employed,iOS (iPhone),I do not use it,I use it without a defined frequency,I do not use it,I do not use it,I do not use it,I do not use it,I do not use it,4 to 7 times per week,I do not combine public transport modes,"I check posted signage., I check the Internet.","Work/Internship, Home (own or relatives'), Leisure/Outing","No details about comfort or service quality (accessibility, crowds, comfort, etc.)",Yes,,4 to 6 times per week,Good,Excellent,Good,Average,Average,2,3,4,5,4,3,1,1,4,,Yes,,Every day,Excellent,Excellent,Good,Excellent,Average,4,4,5,3,4,5,5,5,5,"More detailed transit info (e.g. stop names, platform numbers), More customizable routing options (e.g. avoid stairs, reduce walking)"
Yes,Male,between 18 and 24 years old,Tallinn,I am employed,iOS (iPhone),4 to 7 times per week,I do not use it,I do not use it,I do not use it,I do not use it,1 to 3 times per week,1 to 3 times per week,I do not use it,I do not combine public transport modes,"I check posted signage., I check the Internet.","Work/Internship, Home (own or relatives')",Lack of real-time updates,Yes,,I use it occasionally,Bad,Average,Bad,Bad,Good,2,3,2,4,3,2,3,3,3,"More accurate or consistent real-time public transport updates, More customizable routing options (e.g. avoid stairs, reduce walking)",Yes,,4 to 6 times per week,Good,Bad,Good,Good,Good,4,4,3,4,4,4,5,4,5,"More accurate or consistent real-time public transport updates, Better multi-modal trip planning (e.g. walk + bus + train in one route)"
Yes,Male,between 18 and 24 years old,Brussels,I am a student,iOS (iPhone),4 to 7 times per week,4 to 7 times per week,4 to 7 times per week,4 to 7 times per week,I do not use it,I do not use it,I do not use it,4 to 7 times per week,Bus + Train,I check the Internet.,"Work/Internship, Leisure/Outing, University/School",Too optimistic transfer times (e.g. Only 1 minute to catch a different train at the same station multiple platforms away),Yes,,4 to 6 times per week,Average,Bad,Terrible,Average,Average,3,3,2,3,5,4,3,2,3,"More accurate or consistent real-time public transport updates, Better multi-modal trip planning (e.g. walk + bus + train in one route), More customizable routing options (e.g. avoid stairs, reduce walking)",Yes,,4 to 6 times per week,Good,Average,Good,Excellent,Average,5,3,3,5,5,5,3,5,5,"Better multi-modal trip planning (e.g. walk + bus + train in one route), More customizable routing options (e.g. avoid stairs, reduce walking)"
Yes,Male,between 18 and 24 years old,Shanghai,I am employed,iOS (iPhone),1 to 3 times per week,1 to 3 times per month,4 to 7 times per week,I do not use it,1 to 3 times per week,I do not use it,4 to 7 times per week,I do not use it,Bus + Train,"I check posted signage., I check the Internet.","Work/Internship, Home (own or relatives'), Leisure/Outing",Lack of real-time updates,Yes,,1 to 3 times per week,Average,Average,Bad,Average,Bad,3,4,2,2,3,3,4,4,3,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions, Ability to download public transport routes for offline use",Yes,,Every day,Good,Average,Good,Excellent,Good,4,4,3,4,4,4,2,3,5,"Broader public transport coverage in more cities or regions, Ability to download public transport routes for offline use, Better multi-modal trip planning (e.g. walk + bus + train in one route)"
Yes,Male,between 35 and 44 years old,London,I am employed,Android,I use it without a defined frequency,1 to 3 times per month,I do not use it,I do not use it,I do not use it,I do not use it,1 to 3 times per month,4 to 7 times per week,Taxi + train,"I check posted signage., I ask the people around me., I check the Internet.","Work/Internship, Home (own or relatives'), Leisure/Outing","No details about comfort or service quality (accessibility, crowds, comfort, etc.)",Yes,,4 to 6 times per week,Excellent,Excellent,Good,Good,Good,4,4,4,4,4,4,4,4,3,,Yes,,I use it occasionally,Good,Average,Average,Average,Average,2,2,3,2,3,3,2,2,1,"More accurate or consistent real-time public transport updates, Better multi-modal trip planning (e.g. walk + bus + train in one route)"
Yes,Male,between 35 and 44 years old,São Paulo,I am employed,iOS (iPhone),4 to 7 times per week,4 to 7 times per week,4 to 7 times per week,I do not use it,I do not use it,I do not use it,I do not use it,4 to 7 times per week,Bus + Train,I check posted signage.,Work/Internship,Lack of real-time updates,Yes,,I don't use it anymore.,Good,Good,Average,Bad,Good,1,1,5,5,5,3,1,3,1,"More detailed transit info (e.g. stop names, platform numbers)",Yes,,Every day,Average,Terrible,Good,Excellent,Excellent,5,5,2,2,4,4,5,5,5,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions"
Yes,Male,between 25 and 34 years old,London,I am employed,"Both, I have more than one phone",1 to 3 times per week,I use it without a defined frequency,1 to 3 times per week,I do not use it,I use it without a defined frequency,I do not use it,1 to 3 times per week,I do not use it,Bus + Train,"I check posted signage., I check the Internet.","Home (own or relatives'), Leisure/Outing, Shopping center","No details about comfort or service quality (accessibility, crowds, comfort, etc.)",Yes,,1 to 3 times per week,Good,Good,Good,Good,Good,3,4,4,4,5,4,2,1,4,"Better multi-modal trip planning (e.g. walk + bus + train in one route), More customizable routing options (e.g. avoid stairs, reduce walking)",Yes,,1 to 3 times per week,Excellent,Excellent,Excellent,Excellent,Good,5,4,4,3,4,5,5,4,5,Broader public transport coverage in more cities or regions
Yes,Male,between 18 and 24 years old,bangkok,I am a student,iOS (iPhone),I do not use it,1 to 3 times per month,I do not use it,I do not use it,I do not use it,I do not use it,I do not use it,4 to 7 times per week,I do not combine public transport modes,check that in the apple maps,University/School,"Incomplete or missing transport information, Lack of real-time updates",Yes,,1 to 3 times per week,Average,Average,Average,Average,Average,2,3,2,3,2,3,3,3,3,"More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route)",Yes,,Every day,Excellent,Excellent,Excellent,Excellent,Average,5,4,4,4,4,3,5,3,,"More accurate or consistent real-time public transport updates, more custom 3d buildings"
Yes,Female,between 25 and 34 years old,Trento,I am a student,iOS (iPhone),4 to 7 times per week,Only on weekends,I do not use it,I do not use it,I do not use it,I do not use it,I do not use it,I use it without a defined frequency,Bus + Train,I check the Internet.,"Home (own or relatives'), University/School","Incomplete or missing transport information, Lack of real-time updates",Yes,,1 to 3 times per week,Average,Bad,Good,Terrible,Bad,3,3,2,2,3,3,3,2,1,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions, Ability to download public transport routes for offline use, More detailed transit info (e.g. stop names, platform numbers)",Yes,,A few times per month,Good,Bad,Bad,Average,Terrible,4,3,2,2,2,3,3,4,5,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions, Ability to download public transport routes for offline use, More customizable routing options (e.g. avoid stairs, reduce walking)"
Yes,Male,between 25 and 34 years old,Trento,"I am a student and I work (internship, etc.)",iOS (iPhone),4 to 7 times per week,1 to 3 times per month,I do not use it,1 to 3 times per month,I use it without a defined frequency,1 to 3 times per month,I do not use it,I do not use it,Bus + Train,I check the Internet.,"Work/Internship, Home (own or relatives'), Leisure/Outing","Lack of real-time updates, No details about comfort or service quality (accessibility, crowds, comfort, etc.)",Yes,,Every day,Excellent,Average,Excellent,Good,Bad,5,5,5,5,4,5,5,5,4,"More accurate or consistent real-time public transport updates, Ability to download public transport routes for offline use, More customizable routing options (e.g. avoid stairs, reduce walking)",No,"Not familiar with the interface, Prefer Google ecosystem or apps",,,,,,,,,,,,,,,,
Yes,Male,between 25 and 34 years old,"Dessau, Germany",I am employed,iOS (iPhone),1 to 3 times per month,4 to 7 times per week,I use it without a defined frequency,1 to 3 times per month,I use it without a defined frequency,I use it without a defined frequency,I use it without a defined frequency,I use it without a defined frequency,Bus + Train,"I check posted signage., I check the Internet.","Home (own or relatives'), University/School, Shopping center","Incomplete or missing transport information, Inaccurate or unreliable route and time data, Lack of real-time updates, No details about comfort or service quality (accessibility, crowds, comfort, etc.)",Yes,,1 to 3 times per week,Good,Average,Good,Average,Average,3,3,3,4,5,3,5,4,3,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions, More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route), More customizable routing options (e.g. avoid stairs, reduce walking)",Yes,,1 to 3 times per week,Excellent,Average,Good,Excellent,Average,5,4,3,4,4,4,4,3,5,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions, Better multi-modal trip planning (e.g. walk + bus + train in one route), More customizable routing options (e.g. avoid stairs, reduce walking)"
Yes,Male,between 18 and 24 years old,Hamburg,"I am a student and I work (internship, etc.)",iOS (iPhone),1 to 3 times per week,1 to 3 times per week,1 to 3 times per month,I do not use it,I use it without a defined frequency,I use it without a defined frequency,I do not use it,1 to 3 times per month,Bus + Train,"I check posted signage., I check the Internet.","Work/Internship, Home (own or relatives')","Lack of real-time updates, No details about comfort or service quality (accessibility, crowds, comfort, etc.)",No,"Too cluttered or overwhelming interface, Privacy concerns about data tracking, Prefer simpler or more minimal design",,,,,,,,,,,,,,,,,Yes,,A few times per month,Good,,Average,Excellent,Excellent,5,3,4,5,5,5,1,4,5,"More accurate or consistent real-time public transport updates, Better multi-modal trip planning (e.g. walk + bus + train in one route), More customizable routing options (e.g. avoid stairs, reduce walking), More diverse route options, real time updates in more cities "
Yes,Male,between 35 and 44 years old,Herent (Leuven),I am employed,iOS (iPhone),I use it without a defined frequency,I use it without a defined frequency,I use it without a defined frequency,I use it without a defined frequency,I do not use it,I do not use it,I use it without a defined frequency,4 to 7 times per week,I do not combine public transport modes,I check the Internet.,"Home (own or relatives'), University/School","Inaccurate or unreliable route and time data, Lack of real-time updates",No,"Too cluttered or overwhelming interface, Privacy concerns about data tracking",,,,,,,,,,,,,,,,,Yes,,Every day,Good,Good,Good,Excellent,Good,5,4,4,4,2,4,4,4,5,"More accurate or consistent real-time public transport updates, Ability to download public transport routes for offline use, More customizable routing options (e.g. avoid stairs, reduce walking)"
Yes,Female,between 25 and 34 years old,Rovereto,I am a student,iOS (iPhone),1 to 3 times per week,1 to 3 times per week,1 to 3 times per month,1 to 3 times per month,I do not use it,I do not use it,I do not use it,I do not use it,Bus + Train,I check the Internet.,"Home (own or relatives'), University/School, Hospital/Doctor","Lack of real-time updates, When traveling it’s difficult to understand where to find the train or metro in big stations",Yes,,4 to 6 times per week,Excellent,Average,Good,Good,Average,4,4,2,4,4,4,3,5,4,"More accurate or consistent real-time public transport updates, More detailed transit info (e.g. stop names, platform numbers)",Yes,,I use it occasionally,Average,Bad,Average,Bad,,3,3,3,2,3,4,2,3,,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions"
